cluster	priority	recommended_action	volume_band	phrase	frequency_msk_spb	seed	source
INDUSTRY_PRODUCTION	P2	search_keyword_industry	low	внедрение системы предиктивного обслуживания	10	предиктивное обслуживание	wordstat_extra
NEGATIVE	P0	minus_candidate	near_zero	использование нейросетей для бизнеса обучение очно москва	9	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросети и ии для бизнеса и маркетинга	9	нейросети для бизнеса	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для разработки сайтов	9	разработка нейросетей	wordstat_existing
HOT_SERVICE	P1	search_keyword_core	near_zero	разработка нейросети с помощью нейросети	9	разработка нейросетей	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть разработки кода на виндовс гитхаб	9	разработка нейросетей	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	подходы к разработке систем искусственного интеллекта	9	разработка искусственного интеллекта	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	искусственный интеллект разработка игр	9	разработка искусственного интеллекта	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	этапы разработки систем искусственного интеллекта	9	разработка искусственного интеллекта	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	искусственный интеллект разработки в мире	9	разработка искусственного интеллекта	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	системы автоматизации документооборота предприятия	9	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	ии автоматизация документооборота	9	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	автоматизация документооборота в маркировке	9	автоматизация документооборота	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	автоматизация электронного документооборота с самозанятыми	9	автоматизация документооборота	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	бесплатные курсы по промпт инжинирингу	9	промпт инжиниринг	wordstat_existing
NEGATIVE	P0	minus_candidate	near_zero	урок цифр промпт инжиниринг	9	промпт инжиниринг	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	создать логотип для компании нейросеть	9	нейросеть для компании	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	astra голосовой ии ассистент	9	голосовой ии ассистент	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для больших документов	9	нейросеть для документов	wordstat_existing
INFO	P3	content_or_cpc_minus	near_zero	топ нейросетей для документов	9	нейросеть для документов	wordstat_existing
WARM_CATEGORY	P2	search_keyword_broad_or_rsya	near_zero	нейросеть для подготовки документов	9	нейросеть для документов	wordstat_existing
AI_SYSTEMS	P2	search_keyword_cluster	near_zero	создать ии агента для бизнеса	9	ии агенты для бизнеса	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат ботов telegram	9	разработка чат ботов	wordstat_existing
ADJACENT_CASE	P2	separate_adjacent_or_rsya	near_zero	разработка чат бота в телеграм	9	разработка чат ботов	wordstat_existing
OTHER_REVIEW	P3	manual_review	near_zero	ии помощник для руководителя	9	ии для руководителя	wordstat_existing
